Species,Chromosome,Gene,CoordinateStart,CoordinateEnd
Doryteuthis,Dpe14,Dopeav2049318m,42778074,43066354
Doryteuthis,Dpe23,Dopeav2078133m,17367439,17413982
Doryteuthis,Dpe29,Dopeav2098433m,87944409,87992760
Doryteuthis,Dpe18,Dopeav2064542m,54753113,54754674
Doryteuthis,Dpe29,Dopeav2095807m,8143523,8399413
Doryteuthis,Dpe28,Dopeav2094264m,52966904,52970979
Doryteuthis,Dpe15,Dopeav2055194m,98084845,98086187
Doryteuthis,Dpe18,Dopeav2063688m,30192531,30192944
Doryteuthis,Dpe18,Dopeav2063853m,35783404,35789508
Doryteuthis,Dpe11,Dopeav2040207m,95332595,95414889
Doryteuthis,Dpe19,Dopeav2067869m,62524613,62525113
Doryteuthis,Dpe15,Dopeav2055750m,109658062,109658409
Doryteuthis,Dpe35,Dopeav2114175m,62620824,62654733
Doryteuthis,Dpe46,Dopeav2135581m,13190186,13203989
Doryteuthis,Dpe03,Dopeav2010982m,107241728,107428933
Doryteuthis,Dpe15,Dopeav2054753m,89016847,89025791
Doryteuthis,Dpe29,Dopeav2096501m,29953892,29955022
Doryteuthis,Dpe15,Dopeav2055582m,106320130,106327086
Doryteuthis,Dpe08,Dopeav2028545m,55833452,55835659
Doryteuthis,Dpe09,Dopeav2031742m,47230089,47231244
Doryteuthis,Dpe21,Dopeav2073715m,64099261,64099650
Doryteuthis,Dpe32,Dopeav2105778m,58109781,58237509
Doryteuthis,Dpe31,Dopeav2101595m,19248669,19249180
Doryteuthis,Dpe27,Dopeav2091833m,65905352,65905692
Doryteuthis,Dpe16,Dopeav2059061m,102605536,102613351
Doryteuthis,Dpe13,Dopeav2047994m,115283752,115299754
Doryteuthis,Dpe06,Dopeav2020029m,6465652,6467063
Doryteuthis,Dpe16,Dopeav2058196m,68885019,68885390
Doryteuthis,Dpe36,Dopeav2115921m,41699522,41814657
Doryteuthis,Dpe23,Dopeav2079423m,59030952,59118062
Doryteuthis,Dpe05,Dopeav2019158m,119940188,120039211
Doryteuthis,Dpe10,Dopeav2035181m,45954242,46089586
Doryteuthis,Dpe11,Dopeav2038879m,57363132,57388829
Doryteuthis,Dpe41,Dopeav2127971m,58863415,58865019
Doryteuthis,Dpe41,Dopeav2127503m,48052083,48064585
Doryteuthis,Dpe15,Dopeav2052239m,28066092,28068074
Doryteuthis,Dpe14,Dopeav2048987m,29603291,29623487
Doryteuthis,Dpe18,Dopeav2065127m,72729500,72730227
Doryteuthis,Dpe23,Dopeav2079704m,68832691,68833673
Doryteuthis,Dpe12,Dopeav2042807m,54619844,54620095
Doryteuthis,Dpe28,Dopeav2094070m,46467862,46508380
Doryteuthis,Dpe04,Dopeav2013108m,39433835,39435264
Doryteuthis,Dpe21,Dopeav2073190m,48007979,48277520
Doryteuthis,Dpe03,Dopeav2009916m,60796040,60889504
Doryteuthis,Dpe20,Dopeav2071424m,92283485,92371772
Doryteuthis,Dpe21,Dopeav2073188m,47891870,47895852
Doryteuthis,Dpe01,Dopeav2000027m,1159621,1186408
Doryteuthis,Dpe45,Dopeav2134603m,28885635,28966002
Doryteuthis,Dpe28,Dopeav2094371m,56547174,56547416
Doryteuthis,Dpe39,Dopeav2123362m,57754769,57953271
Doryteuthis,Dpe36,Dopeav2114704m,7582641,7602797
Doryteuthis,Dpe35,Dopeav2112884m,26169865,26304876
Doryteuthis,Dpe04,Dopeav2015881m,142088580,142091444
Doryteuthis,Dpe24,Dopeav2082470m,58963059,59069622
Doryteuthis,Dpe03,Dopeav2010322m,79412579,79692448
Doryteuthis,Dpe45,Dopeav2134042m,13771464,13816069
Doryteuthis,Dpe37,Dopeav2118904m,54023823,54032797
Doryteuthis,Dpe15,Dopeav2052849m,43009825,43010199
Doryteuthis,Dpe15,Dopeav2054041m,73478480,73487408
Doryteuthis,Dpe24,Dopeav2081255m,18946742,18947151
Doryteuthis,Dpe15,Dopeav2055343m,101013242,101014028
Doryteuthis,Dpe10,Dopeav2034912m,34406524,34418818
Doryteuthis,Dpe24,Dopeav2083615m,96128017,96186240
Doryteuthis,Dpe39,Dopeav2122140m,23680367,23812686
Doryteuthis,Dpe07,Dopeav2024206m,25701624,25701961
Doryteuthis,Dpe33,Dopeav2108369m,44370441,44508829
Doryteuthis,Dpe15,Dopeav2054340m,79952191,79958356
Doryteuthis,Dpe35,Dopeav2112222m,5565174,5565515
Doryteuthis,Dpe42,Dopeav2128367m,10369387,10520806
Doryteuthis,Dpe21,Dopeav2073287m,51218201,51355004
Doryteuthis,Dpe18,Dopeav2064383m,50624764,50625144
Doryteuthis,Dpe42,Dopeav2129153m,34958620,34958949
Doryteuthis,Dpe32,Dopeav2104547m,21455485,21476638
Doryteuthis,Dpe09,Dopeav2031776m,48735027,48735884
Doryteuthis,Dpe35,Dopeav2113069m,32681005,32687363
Doryteuthis,Dpe41,Dopeav2127862m,56230059,56230601
Doryteuthis,Dpe22,Dopeav2077588m,96527609,96908559
Doryteuthis,Dpe02,Dopeav2004940m,35650579,35651602
Doryteuthis,Dpe18,Dopeav2065228m,75860272,76171504
Doryteuthis,Dpe02,Dopeav2005943m,65606290,65859624
Doryteuthis,Dpe18,Dopeav2065081m,70996751,71035420
Doryteuthis,Dpe27,Dopeav2090694m,36144049,36144580
Doryteuthis,Dpe32,Dopeav2104311m,13581799,13651280
Doryteuthis,Dpe11,Dopeav2037496m,4087556,4088304
Doryteuthis,Dpe03,Dopeav2008740m,13683159,13683437
Doryteuthis,Dpe46,Dopeav2135939m,23742511,23811849
Doryteuthis,Dpe29,Dopeav2096526m,31240883,31241161
Doryteuthis,Dpe41,Dopeav2127470m,47409193,47410731
Doryteuthis,Dpe09,Dopeav2031684m,45985465,46100261
Doryteuthis,Dpe31,Dopeav2102949m,55151869,55173328
Doryteuthis,Dpe23,Dopeav2080262m,89287317,89300455
Doryteuthis,Dpe21,Dopeav2074558m,92371924,92451132
Doryteuthis,Dpe26,Dopeav2089213m,84011477,84036820
Doryteuthis,Dpe26,Dopeav2088123m,47222511,47339682
Doryteuthis,Dpe27,Dopeav2089604m,2509435,2510948
Doryteuthis,Dpe30,Dopeav2100581m,67120328,67298298
Doryteuthis,Dpe23,Dopeav2079175m,51216361,51260530
Doryteuthis,Dpe14,Dopeav2048297m,250511,347740
Doryteuthis,Dpe01,Dopeav2001469m,56450575,56496304
Doryteuthis,Dpe04,Dopeav2012892m,31906851,32057496
Doryteuthis,Dpe17,Dopeav2060513m,36702427,36728909
Doryteuthis,Dpe19,Dopeav2067353m,44819027,44819284
Doryteuthis,Dpe09,Dopeav2033285m,104411188,104480093
Doryteuthis,Dpe04,Dopeav2012384m,10429233,10566861
Doryteuthis,Dpe22,Dopeav2075025m,6140863,6141413
Doryteuthis,Dpe17,Dopeav2062092m,86763181,86799865
Doryteuthis,Dpe15,Dopeav2051691m,11768848,11771325
Doryteuthis,Dpe03,Dopeav2009345m,37500029,37528177
Doryteuthis,Dpe06,Dopeav2023503m,129571375,129638308
Doryteuthis,Dpe18,Dopeav2063273m,16277577,16283211
Doryteuthis,Dpe35,Dopeav2114083m,59330781,59389192
Doryteuthis,Dpe29,Dopeav2095731m,5842247,5891482
Doryteuthis,Dpe41,Dopeav2126532m,22339328,22387307
Doryteuthis,Dpe06,Dopeav2022540m,95036245,95069711
Doryteuthis,Dpe42,Dopeav2129008m,28441053,28449043
Doryteuthis,Dpe37,Dopeav2118579m,42913254,43253865
Doryteuthis,Dpe36,Dopeav2115098m,20325091,20325366
Doryteuthis,Dpe28,Dopeav2092901m,6111887,6125091
Doryteuthis,Dpe15,Dopeav2055390m,101793693,101800796
Doryteuthis,Dpe20,Dopeav2069689m,32318448,32345793
Doryteuthis,Dpe43,Dopeav2131326m,39720889,39723533
Doryteuthis,Dpe15,Dopeav2055388m,101764945,101767502
Doryteuthis,Dpe15,Dopeav2054393m,80971630,80979116
Doryteuthis,Dpe45,Dopeav2133863m,8547270,8548727
Doryteuthis,Dpe20,Dopeav2069835m,37656365,37656847
Doryteuthis,Dpe25,Dopeav2084301m,18480808,18518027
Doryteuthis,Dpe15,Dopeav2055091m,95836546,95838523
Doryteuthis,Dpe15,Dopeav2055220m,98573308,98574354
Doryteuthis,Dpe18,Dopeav2064265m,48046873,48089447
Doryteuthis,Dpe34,Dopeav2109655m,7806984,7835695
Doryteuthis,Dpe15,Dopeav2054223m,77281011,77281987
Doryteuthis,Dpe09,Dopeav2031737m,46874874,46889476
Doryteuthis,Dpe15,Dopeav2052422m,32485225,32488874
Doryteuthis,Dpe44,Dopeav2132421m,19422419,19432822
Doryteuthis,Dpe09,Dopeav2030491m,2496864,2497907
Doryteuthis,Dpe26,Dopeav2088674m,66427640,66428137
Doryteuthis,Dpe32,Dopeav2104556m,21520479,21527913
Doryteuthis,Dpe20,Dopeav2071181m,83592287,83674552
Doryteuthis,Dpe16,Dopeav2057101m,30220018,30291190
Doryteuthis,Dpe35,Dopeav2112736m,20617034,20682023
Doryteuthis,Dpe03,Dopeav2008793m,16228565,16265951
Doryteuthis,Dpe11,Dopeav2040563m,107338468,107339031
Doryteuthis,Dpe18,Dopeav2064537m,54714863,54715429
Doryteuthis,Dpe02,Dopeav2007186m,108621532,108684520
Doryteuthis,Dpe14,Dopeav2049512m,51939383,52007520
Doryteuthis,Dpe13,Dopeav2046001m,39771913,39772248
Doryteuthis,Dpe06,Dopeav2020123m,10469161,10480668
Doryteuthis,Dpe05,Dopeav2019035m,116012407,116109309
Doryteuthis,Dpe30,Dopeav2099029m,17579359,17601568
Doryteuthis,Dpe11,Dopeav2038900m,57622536,57650358
Doryteuthis,Dpe18,Dopeav2064348m,49987305,49999113
Doryteuthis,Dpe17,Dopeav2061681m,72203528,72252809
Doryteuthis,Dpe15,Dopeav2052082m,22874651,22877627
Doryteuthis,Dpe16,Dopeav2059164m,107164707,107195311
Doryteuthis,Dpe45,Dopeav2134635m,29955136,29985678
Doryteuthis,Dpe11,Dopeav2037502m,4281930,4306470
Doryteuthis,Dpe44,Dopeav2132228m,14852018,15023083
Doryteuthis,Dpe16,Dopeav2056991m,27071994,27083692
Doryteuthis,Dpe04,Dopeav2013159m,41329500,41330095
Doryteuthis,Dpe10,Dopeav2037359m,129686151,129723499
Doryteuthis,Dpe34,Dopeav2111501m,60234817,60322933
Doryteuthis,Dpe35,Dopeav2112827m,24094607,24095128
Doryteuthis,Dpe23,Dopeav2079189m,51600167,51657286
Doryteuthis,Dpe08,Dopeav2030328m,124108661,124294547
Doryteuthis,Dpe21,Dopeav2073394m,53231604,53432444
Doryteuthis,Dpe07,Dopeav2026248m,100130798,100364465
Doryteuthis,Dpe09,Dopeav2031826m,50553605,50554336
Doryteuthis,Dpe05,Dopeav2016524m,19257419,19317380
Doryteuthis,Dpe41,Dopeav2127535m,48707196,48747298
Doryteuthis,Dpe24,Dopeav2082267m,51661070,51760018
Doryteuthis,Dpe15,Dopeav2053526m,60530568,60536142
Doryteuthis,Dpe25,Dopeav2083844m,7025819,7033823
Doryteuthis,Dpe05,Dopeav2019109m,118159081,118346338
Doryteuthis,Dpe17,Dopeav2061125m,57718011,57719565
Doryteuthis,Dpe02,Dopeav2004678m,25019423,25022841
Doryteuthis,Dpe06,Dopeav2020834m,35708430,35712786
Doryteuthis,Dpe27,Dopeav2091021m,43620009,43620179
Doryteuthis,Dpe10,Dopeav2034929m,35963955,35989855
Doryteuthis,Dpe15,Dopeav2054144m,75586284,75592731
Doryteuthis,Dpe18,Dopeav2063643m,27819030,27819278
Doryteuthis,Dpe18,Dopeav2065758m,92744312,92750797
Doryteuthis,Dpe22,Dopeav2074974m,4566840,4567741
Doryteuthis,Dpe46,Dopeav2136133m,29829110,29829542
Doryteuthis,Dpe44,Dopeav2132406m,19079584,19137349
Doryteuthis,Dpe27,Dopeav2089881m,11032141,11130830
Doryteuthis,Dpe05,Dopeav2018807m,108248609,108264906
Doryteuthis,Dpe35,Dopeav2112598m,15431958,15432161
Doryteuthis,Dpe20,Dopeav2070766m,68744094,68744587
Doryteuthis,Dpe41,Dopeav2127168m,38408491,38440219
Doryteuthis,Dpe44,Dopeav2132127m,10965958,10983470
Doryteuthis,Dpe25,Dopeav2084296m,18316610,18331159
Doryteuthis,Dpe13,Dopeav2045400m,19330677,19636426
Doryteuthis,Dpe32,Dopeav2104532m,21027218,21028687
Doryteuthis,Dpe27,Dopeav2091673m,61039092,61041410
Doryteuthis,Dpe05,Dopeav2018606m,99451411,99456140
Doryteuthis,Dpe25,Dopeav2085257m,48779576,48857568
Doryteuthis,Dpe23,Dopeav2077894m,9587070,9587962
Doryteuthis,Dpe11,Dopeav2039152m,66029970,66030446
Doryteuthis,Dpe45,Dopeav2134037m,13604230,13639474
Doryteuthis,Dpe39,Dopeav2123135m,52889700,52890969
Doryteuthis,Dpe03,Dopeav2011126m,111960934,111961632
Doryteuthis,Dpe22,Dopeav2076379m,47656056,47817766
Doryteuthis,Dpe15,Dopeav2055928m,113801429,113802088
Doryteuthis,Dpe37,Dopeav2119068m,60088893,60089707
Doryteuthis,Dpe06,Dopeav2020244m,14975173,15074194
Doryteuthis,Dpe27,Dopeav2090553m,31508990,31645686
Doryteuthis,Dpe29,Dopeav2097313m,53963016,53964009
Doryteuthis,Dpe24,Dopeav2082168m,48179283,48180037
Doryteuthis,Dpe06,Dopeav2020475m,23276955,23332298
Doryteuthis,Dpe16,Dopeav2057126m,30990588,31004548
Doryteuthis,Dpe08,Dopeav2029694m,96949005,96951250
Doryteuthis,Dpe42,Dopeav2129059m,30242742,30243560
Doryteuthis,Dpe31,Dopeav2102494m,39344102,39532459
Doryteuthis,Dpe02,Dopeav2005491m,50902305,50920952
Doryteuthis,Dpe04,Dopeav2015604m,129650387,129658219
Doryteuthis,Dpe06,Dopeav2023535m,131075029,131174909
Doryteuthis,Dpe41,Dopeav2126066m,9307898,9361534
Doryteuthis,Dpe41,Dopeav2126010m,7563086,7651703
Doryteuthis,Dpe31,Dopeav2102513m,39986450,40084913
Doryteuthis,Dpe27,Dopeav2091980m,70663184,70811608
Doryteuthis,Dpe43,Dopeav2130597m,17581017,17581805
Doryteuthis,Dpe17,Dopeav2062581m,102375568,102416634
Doryteuthis,Dpe32,Dopeav2105119m,38571042,38572473
Doryteuthis,Dpe22,Dopeav2075684m,25602953,25603603
Doryteuthis,scDpe0173,Dopeav2137279m,81808,119060
Doryteuthis,Dpe08,Dopeav2028450m,53739765,53749152
Doryteuthis,Dpe06,Dopeav2023267m,121595700,121672350
Doryteuthis,Dpe21,Dopeav2073143m,46415192,46481118
Doryteuthis,Dpe06,Dopeav2022844m,108425307,108662873
Doryteuthis,Dpe28,Dopeav2095202m,76781467,76796911
Doryteuthis,Dpe37,Dopeav2117802m,20111509,20112846
Doryteuthis,Dpe15,Dopeav2056028m,116436377,116436739
Doryteuthis,Dpe26,Dopeav2087932m,38253973,38333698
Doryteuthis,Dpe24,Dopeav2083414m,90995834,91021302
Doryteuthis,Dpe13,Dopeav2047128m,76370223,76419208
Doryteuthis,Dpe33,Dopeav2108643m,53981111,54010364
Doryteuthis,Dpe06,Dopeav2021850m,73459457,73482109
Doryteuthis,Dpe20,Dopeav2071027m,78373948,78659699
Doryteuthis,Dpe21,Dopeav2074509m,90408174,90537667
Doryteuthis,Dpe15,Dopeav2055669m,107838474,107839271
Doryteuthis,Dpe11,Dopeav2038885m,57439353,57603098
Doryteuthis,Dpe34,Dopeav2110819m,43583172,43583645
Doryteuthis,Dpe15,Dopeav2054419m,81837308,81968302
Doryteuthis,Dpe24,Dopeav2083206m,83983599,84058768
Doryteuthis,Dpe17,Dopeav2061676m,72202843,72263485
Doryteuthis,Dpe06,Dopeav2022221m,85829658,85830673
Doryteuthis,Dpe43,Dopeav2131470m,43533909,43534388
Doryteuthis,Dpe15,Dopeav2052965m,45614001,45749208
Doryteuthis,Dpe02,Dopeav2006593m,86690932,86713415
Doryteuthis,Dpe01,Dopeav2002248m,85634868,85635784
Doryteuthis,Dpe37,Dopeav2117445m,8179743,8197694
Doryteuthis,Dpe44,Dopeav2132255m,15054512,15054817
Doryteuthis,Dpe44,Dopeav2131862m,2829717,2833442
Doryteuthis,scDpe0296,Dopeav2137790m,60805,68960
Doryteuthis,Dpe36,Dopeav2115337m,26027486,26191762
Doryteuthis,Dpe33,Dopeav2108446m,47440811,47522990
Doryteuthis,Dpe17,Dopeav2061784m,76766649,76769740
Doryteuthis,Dpe28,Dopeav2093847m,39647161,39647669
Doryteuthis,Dpe19,Dopeav2066937m,29555934,29582298
Doryteuthis,Dpe37,Dopeav2117274m,2878214,2880444
Doryteuthis,Dpe39,Dopeav2121649m,11073929,11074300
Doryteuthis,Dpe06,Dopeav2022391m,90482126,90552033
Doryteuthis,Dpe11,Dopeav2039775m,83690430,83814541
Doryteuthis,Dpe28,Dopeav2093138m,13910507,13910710
Doryteuthis,Dpe21,Dopeav2073411m,53850431,53850697
Doryteuthis,Dpe12,Dopeav2044073m,95224678,95480598
Doryteuthis,Dpe08,Dopeav2030355m,124653467,124678355
Doryteuthis,Dpe15,Dopeav2054608m,86126271,86127752
Doryteuthis,Dpe08,Dopeav2028697m,62036484,62066354
Doryteuthis,Dpe31,Dopeav2101846m,26212727,26264412
Doryteuthis,Dpe41,Dopeav2125882m,4822684,4824174
Doryteuthis,Dpe15,Dopeav2056242m,123228849,123230386
Doryteuthis,Dpe22,Dopeav2075568m,22438185,22440452
Doryteuthis,Dpe01,Dopeav2000930m,36429358,36525349
Doryteuthis,Dpe31,Dopeav2101647m,20981720,20984016
Doryteuthis,Dpe26,Dopeav2089075m,79284788,79286069
Doryteuthis,Dpe34,Dopeav2109711m,9180211,9270999
Doryteuthis,Dpe04,Dopeav2012662m,21276075,21322365
Doryteuthis,Dpe03,Dopeav2011077m,110242808,110331195
Doryteuthis,Dpe11,Dopeav2040445m,103523205,103562606
Doryteuthis,Dpe20,Dopeav2069783m,35630370,35777261
Doryteuthis,Dpe19,Dopeav2067316m,43018705,43024054
Doryteuthis,Dpe17,Dopeav2060556m,37729376,37891143
Doryteuthis,Dpe08,Dopeav2029516m,89566857,89617525
Doryteuthis,Dpe38,Dopeav2120020m,24517767,24598244
Doryteuthis,Dpe25,Dopeav2086373m,79173352,79311266
Doryteuthis,Dpe05,Dopeav2018634m,99925307,99960200
Doryteuthis,Dpe30,Dopeav2098677m,8716272,8727143
Doryteuthis,Dpe45,Dopeav2134184m,17150510,17151835
Doryteuthis,Dpe16,Dopeav2056657m,14198501,14199591
Doryteuthis,scDpe0150,Dopeav2137115m,22788,82604
Doryteuthis,Dpe23,Dopeav2079222m,52412183,52412861
Doryteuthis,Dpe29,Dopeav2098412m,87638444,87653741
Doryteuthis,Dpe21,Dopeav2073218m,49027658,49041690
Doryteuthis,Dpe42,Dopeav2128396m,11390992,11422812
Doryteuthis,Dpe31,Dopeav2101252m,5721607,5724775
Doryteuthis,Dpe21,Dopeav2073231m,49588924,49613713
Doryteuthis,Dpe27,Dopeav2091034m,43842703,43844304
Doryteuthis,Dpe27,Dopeav2089842m,9582312,9623922
Doryteuthis,Dpe11,Dopeav2040361m,101354893,101355633
Doryteuthis,Dpe01,Dopeav2000848m,32851968,32856398
Doryteuthis,Dpe31,Dopeav2102865m,51567663,51589149
Doryteuthis,Dpe22,Dopeav2077341m,84922745,84961094
Doryteuthis,Dpe15,Dopeav2054239m,77769124,77912051
Doryteuthis,Dpe23,Dopeav2079392m,58032210,58149432
Doryteuthis,Dpe11,Dopeav2040016m,91221176,91290981
Doryteuthis,Dpe42,Dopeav2129641m,47674396,47765052
Doryteuthis,Dpe41,Dopeav2127692m,52440609,52616345
Doryteuthis,Dpe42,Dopeav2129116m,33026325,33030609
Doryteuthis,Dpe32,Dopeav2105444m,48320854,48353801
Doryteuthis,Dpe14,Dopeav2049927m,71068345,71122223
Doryteuthis,Dpe14,Dopeav2049505m,51666700,51675250
Doryteuthis,Dpe42,Dopeav2129160m,35319006,35337562
Doryteuthis,Dpe05,Dopeav2018403m,90847627,90876426
Doryteuthis,Dpe04,Dopeav2015636m,130624728,130763261
Doryteuthis,Dpe12,Dopeav2042874m,56425580,56448073
Doryteuthis,Dpe20,Dopeav2071176m,83511683,83513378
Doryteuthis,Dpe29,Dopeav2096335m,24917811,24919104
Doryteuthis,Dpe31,Dopeav2101719m,23056800,23057702
Doryteuthis,Dpe20,Dopeav2070578m,60591142,60690449
Doryteuthis,Dpe15,Dopeav2054591m,85728088,85728979
Doryteuthis,Dpe40,Dopeav2124099m,17714771,17732169
Doryteuthis,Dpe39,Dopeav2122891m,44947882,45046821
Doryteuthis,Dpe46,Dopeav2136448m,38021056,38304670
Doryteuthis,Dpe17,Dopeav2061003m,53080422,53086078
Doryteuthis,Dpe24,Dopeav2083149m,81686342,81687050
Doryteuthis,Dpe07,Dopeav2025894m,88485991,88534593
Doryteuthis,Dpe06,Dopeav2020139m,11234215,11446851
Doryteuthis,Dpe05,Dopeav2016299m,11587885,11591921
Doryteuthis,Dpe45,Dopeav2133640m,1188747,1190126
Doryteuthis,Dpe02,Dopeav2006455m,82191310,82191558
Doryteuthis,Dpe10,Dopeav2035211m,47324156,47387941
Doryteuthis,Dpe39,Dopeav2122549m,35732670,35741799
Doryteuthis,Dpe25,Dopeav2084862m,37371398,37399482
Doryteuthis,Dpe15,Dopeav2054849m,91128526,91129581
Doryteuthis,Dpe24,Dopeav2083391m,90021018,90031736
Doryteuthis,Dpe33,Dopeav2108617m,53248101,53320711
Doryteuthis,Dpe44,Dopeav2132042m,8271467,8271973
Doryteuthis,Dpe14,Dopeav2048918m,27622667,27624381
Doryteuthis,Dpe35,Dopeav2112704m,18969130,19011884
Doryteuthis,Dpe37,Dopeav2117815m,20342227,20385776
Doryteuthis,Dpe10,Dopeav2036318m,92332857,92534540
Doryteuthis,Dpe21,Dopeav2073117m,45097071,45120722
Doryteuthis,Dpe10,Dopeav2036331m,92781368,92830931
Doryteuthis,Dpe42,Dopeav2128408m,11731103,11731688
Doryteuthis,Dpe26,Dopeav2089232m,84657249,84657641
Doryteuthis,Dpe09,Dopeav2032912m,92827660,92847242
Doryteuthis,Dpe15,Dopeav2053303m,55063471,55073768
Doryteuthis,Dpe24,Dopeav2083088m,79494605,79497677
Doryteuthis,Dpe15,Dopeav2055914m,113572987,113608957
Doryteuthis,Dpe32,Dopeav2105855m,61804665,61835826
Doryteuthis,Dpe22,Dopeav2077199m,79719660,79744134
Doryteuthis,Dpe29,Dopeav2097499m,59495423,59498402
Doryteuthis,Dpe31,Dopeav2101872m,27097546,27098630
Doryteuthis,Dpe07,Dopeav2026022m,91869639,91870040
Doryteuthis,Dpe03,Dopeav2011562m,134127357,134133506
Doryteuthis,Dpe10,Dopeav2035137m,44586094,44693756
Doryteuthis,Dpe40,Dopeav2123684m,7095410,7095979
Doryteuthis,Dpe27,Dopeav2091779m,63817558,63926244
Doryteuthis,Dpe19,Dopeav2068171m,74737414,74743664
Doryteuthis,Dpe10,Dopeav2035848m,72663810,72689570
Doryteuthis,Dpe01,Dopeav2003903m,153516891,153517343
Doryteuthis,Dpe03,Dopeav2009765m,56091211,56092680
Doryteuthis,Dpe26,Dopeav2087549m,25808137,25815796
Doryteuthis,Dpe35,Dopeav2114392m,70548214,70556671
Doryteuthis,Dpe11,Dopeav2039104m,63798490,63814681
Doryteuthis,Dpe27,Dopeav2089677m,4559933,4670621
Doryteuthis,Dpe07,Dopeav2026113m,94346585,94436003
Doryteuthis,Dpe04,Dopeav2013016m,36120301,36121049
Doryteuthis,Dpe46,Dopeav2135537m,11321045,11321685
Doryteuthis,Dpe16,Dopeav2058916m,96701254,96706097
Doryteuthis,Dpe27,Dopeav2090050m,14522884,14573316
Doryteuthis,Dpe02,Dopeav2005355m,48845387,48867849
Doryteuthis,Dpe10,Dopeav2035930m,75321853,75503552
Doryteuthis,Dpe18,Dopeav2065725m,90269430,90329188
Doryteuthis,Dpe33,Dopeav2108749m,58095689,58126737
Doryteuthis,Dpe15,Dopeav2054760m,89286869,89483727
Doryteuthis,Dpe13,Dopeav2047114m,76024639,76025227
Doryteuthis,Dpe15,Dopeav2054716m,88149027,88149275
Doryteuthis,Dpe15,Dopeav2055763m,109879928,109888884
Doryteuthis,Dpe30,Dopeav2098842m,12867015,12877136
Doryteuthis,Dpe27,Dopeav2089876m,10768690,10902323
Doryteuthis,Dpe05,Dopeav2016989m,37808743,37905506
Doryteuthis,Dpe16,Dopeav2058960m,98682442,98738025
Doryteuthis,Dpe42,Dopeav2128201m,5234548,5241386
Doryteuthis,Dpe32,Dopeav2104949m,33346857,33359625
Doryteuthis,Dpe08,Dopeav2028095m,41025412,41058093
Doryteuthis,Dpe11,Dopeav2037640m,9576747,9578959
Doryteuthis,Dpe06,Dopeav2021308m,53584423,53585058
Doryteuthis,Dpe22,Dopeav2076909m,65862675,65863484
Doryteuthis,Dpe06,Dopeav2020806m,34426148,34440190
Doryteuthis,Dpe15,Dopeav2056014m,116178982,116179212
Doryteuthis,Dpe27,Dopeav2091442m,55304615,55311795
Doryteuthis,Dpe36,Dopeav2116217m,51033561,51035165
Doryteuthis,Dpe20,Dopeav2071142m,82391443,82392095
Doryteuthis,Dpe04,Dopeav2014384m,87513330,87653057
Doryteuthis,Dpe01,Dopeav2000609m,24006131,24131514
Doryteuthis,Dpe15,Dopeav2055955m,114389569,114389805
Doryteuthis,Dpe18,Dopeav2063860m,36074351,36078091
Doryteuthis,Dpe16,Dopeav2056832m,21826945,21829149
Doryteuthis,Dpe03,Dopeav2009196m,33329247,33343477
Doryteuthis,Dpe07,Dopeav2024540m,37138813,37140657
Doryteuthis,Dpe02,Dopeav2008061m,141711163,141755457
Doryteuthis,Dpe42,Dopeav2128747m,20719559,20719831
Doryteuthis,Dpe14,Dopeav2049387m,46301458,46365542
Doryteuthis,Dpe07,Dopeav2023692m,2052961,2126782
Doryteuthis,Dpe21,Dopeav2073966m,71634608,71644676
Doryteuthis,Dpe18,Dopeav2063816m,35091815,35326853
Doryteuthis,Dpe28,Dopeav2094573m,61876826,61918943
Doryteuthis,Dpe27,Dopeav2091785m,63952900,64002796
Doryteuthis,Dpe43,Dopeav2130289m,9388816,9425470
Doryteuthis,Dpe05,Dopeav2018215m,84710435,84711468
Doryteuthis,Dpe09,Dopeav2030795m,14301437,14302014
Doryteuthis,Dpe17,Dopeav2061109m,57104266,57122191
Doryteuthis,Dpe10,Dopeav2035176m,45890067,45899759
Doryteuthis,Dpe02,Dopeav2007260m,111596853,111651483
Doryteuthis,Dpe02,Dopeav2006654m,87799876,87825195
Doryteuthis,Dpe32,Dopeav2106099m,69023350,69039084
Doryteuthis,Dpe27,Dopeav2089726m,6001614,6002805
Doryteuthis,Dpe20,Dopeav2071211m,84403478,84404296
Doryteuthis,Dpe15,Dopeav2052223m,27495052,27613607
Doryteuthis,Dpe15,Dopeav2054422m,82059106,82060467
Doryteuthis,Dpe41,Dopeav2127986m,59057454,59061363
Doryteuthis,Dpe15,Dopeav2055899m,113082255,113136744
Doryteuthis,Dpe07,Dopeav2024455m,34737129,34754683
Doryteuthis,Dpe12,Dopeav2043866m,86179720,86227758
Doryteuthis,Dpe06,Dopeav2021863m,73777112,73830109
Doryteuthis,Dpe15,Dopeav2054659m,86975084,86975836
Doryteuthis,Dpe18,Dopeav2065875m,96085118,96090883
Doryteuthis,Dpe11,Dopeav2037978m,23017612,23046127
Doryteuthis,Dpe20,Dopeav2070954m,75463400,75840140
Doryteuthis,Dpe26,Dopeav2088806m,71338257,71379462
Doryteuthis,Dpe36,Dopeav2114736m,8412096,8415695
Doryteuthis,Dpe03,Dopeav2011052m,109697827,109756230
Doryteuthis,Dpe43,Dopeav2130566m,16692447,16813736
Doryteuthis,Dpe43,Dopeav2131168m,35154339,35173643
